60
0 386.299253 31.547786 842 2736 2777
1 298.175219 430.903830 819 2655 2820
2 237.056753 212.855666 844 2940 2711
3 141.560107 200.711696 821 2867 2749
4 289.755139 414.616190 864 2859 2887
5 9.173275 175.224692 876 2748 2630
6 114.199950 358.566590 851 2728 2792
7 178.347185 481.140048 853 2856 2708
8 404.989515 158.785109 852 2752 2681
9 166.442118 392.672710 825 2743 2741
10 232.538816 279.879317 898 2858 2891
11 136.692937 398.193193 853 2874 2862
12 421.133785 495.524599 846 2906 2790
13 447.406185 55.756350 869 2903 2832
14 228.662429 129.448423 841 2713 2718
15 434.559694 144.769151 885 2869 2741
16 272.337385 174.423792 841 2721 2719
17 166.679456 381.612681 777 2526 2549
18 12.984447 229.607790 842 2608 2733
19 385.550190 442.046283 856 2896 2767
20 188.342310 469.206023 825 2729 2808
21 400.585173 134.996756 842 2723 2622
22 189.655989 48.215473 881 2917 2842
23 98.924922 131.165809 842 2660 2672
24 54.753096 235.290086 878 2724 2739
25 327.748286 465.446580 875 2782 2787
26 226.232912 296.560333 841 2699 2798
27 328.790611 483.799784 854 2775 3065
28 338.310804 489.689141 826 2694 2821
29 35.066794 367.609359 824 2747 2660
30 91.441879 363.654065 863 2736 2697
31 359.475133 198.567213 839 2764 2748
32 14.654619 300.180316 801 2762 2665
33 5.329397 71.172203 811 2704 2605
34 371.044847 150.749507 845 2556 2552
35 391.913286 386.596025 840 2699 2777
36 211.884345 140.186863 878 2883 2776
37 107.590863 279.639457 847 2792 2791
38 412.207723 475.205864 848 2808 2716
39 474.208555 23.186781 808 2652 2750
40 264.098386 201.572453 858 2736 2790
41 451.779802 63.129554 800 2617 2698
42 141.582729 80.924541 904 2940 3005
43 33.002534 173.584441 875 2985 2918
44 222.911645 476.014671 878 2722 2842
45 319.789671 205.004786 892 2776 2769
46 40.697284 499.249313 840 2862 2773
47 100.726319 407.236585 862 2707 2893
48 307.530647 167.585038 831 2701 2577
49 162.178662 236.764115 821 2666 2733
50 274.309801 324.826508 886 2869 2911
51 180.430684 498.507498 870 2701 2730
52 361.640806 97.026654 842 2707 2821
53 0.721441 125.256932 834 2773 2760
54 122.932524 126.934981 852 2616 2799
55 266.205592 117.380362 838 2743 2713
56 32.027705 289.643895 895 3057 2930
57 87.030669 224.458070 851 2628 2720
58 427.181404 137.850043 851 2627 2678
59 83.798885 407.858831 882 2801 2760
100
0 13
0 52
1 4
1 25
1 35
1 44
2 10
2 36
2 40
2 49
3 36
3 49
3 54
3 57
4 9
4 50
5 18
5 43
5 53
6 11
6 30
6 37
7 20
7 46
7 51
8 21
8 34
8 58
9 11
9 17
9 20
10 26
10 49
11 47
12 38
13 39
13 41
13 52
14 16
14 22
14 36
14 55
15 58
16 40
16 48
16 55
17 26
18 24
18 43
18 56
19 25
19 28
19 35
19 38
20 44
21 34
21 52
21 58
22 42
23 33
23 43
23 54
23 57
24 43
24 56
24 57
25 27
26 50
27 28
27 44
28 38
29 30
29 32
29 59
30 47
30 56
30 59
31 34
31 35
31 45
32 56
33 53
34 48
34 52
35 50
36 42
36 54
37 49
37 56
37 57
40 45
41 58
42 54
45 48
45 50
46 51
46 59
47 59
48 55
52 55
4 4 0.050000 0.050000 0.050000
semilla: 1221226891
