60
0 424.680651 107.695723 829 2714 2818
1 439.794396 124.413946 833 2771 2654
2 412.968943 269.026477 862 2626 2639
3 322.724789 35.525913 817 2599 2616
4 423.956748 441.068603 870 2884 2771
5 55.267118 374.455186 865 2883 2885
6 270.049095 215.140450 873 2847 2827
7 291.337231 4.838797 781 2603 2598
8 413.008172 428.347216 804 2663 2660
9 346.730046 491.889316 840 2878 2973
10 377.661191 351.634953 881 2824 2877
11 106.090040 55.306118 854 2718 2776
12 83.156573 112.521174 867 2746 2748
13 119.877192 275.970105 831 2737 2603
14 464.281032 171.298310 841 2803 2754
15 260.090828 346.547255 870 2689 2758
16 73.016971 196.234133 862 2972 2787
17 237.572273 377.194282 905 2857 2970
18 79.275883 389.758976 843 2684 2647
19 52.443477 417.519901 828 2768 2769
20 328.108366 17.304005 846 2683 2567
21 428.550454 147.481322 875 2837 2872
22 462.018694 148.194180 838 2821 2688
23 288.877203 159.159167 853 2790 2760
24 235.071364 344.406390 836 2750 2713
25 77.925034 186.052645 853 2688 2706
26 280.208721 467.977022 878 2896 2753
27 472.998984 193.922620 855 2715 2772
28 267.824403 324.739577 845 2732 2704
29 82.882120 499.792181 829 2798 2601
30 16.577278 114.311997 897 2892 2974
31 97.284869 66.787194 809 2708 2607
32 369.312818 40.529915 876 2773 2717
33 369.748955 370.691711 873 2943 2936
34 134.286373 451.074670 849 2913 2727
35 389.725329 113.601770 825 2746 2667
36 42.556294 243.637626 866 2723 2885
37 238.821729 376.794797 824 2430 2523
38 168.826623 469.056121 777 2657 2644
39 0.928008 97.022596 836 2654 2628
40 329.029008 490.533006 842 2766 2763
41 153.718799 51.861923 847 2725 2689
42 380.052525 42.795982 784 2548 2539
43 115.760343 84.092130 848 2741 2769
44 94.132538 85.558296 886 2847 2721
45 435.148666 43.623601 867 2658 2708
46 73.095184 10.751114 818 2603 2576
47 459.605156 83.856212 831 2796 2815
48 374.919800 277.079097 868 2762 2849
49 415.209428 424.850838 863 2712 2718
50 231.956034 485.060793 848 2785 2675
51 124.290296 447.011596 835 2720 2711
52 226.293251 310.673870 871 2867 2871
53 160.560442 39.352215 817 2672 2666
54 245.167574 31.420603 865 2770 2753
55 402.419968 472.406040 832 2708 2773
56 32.244859 439.338151 867 3012 2839
57 376.339870 144.202610 852 2820 2669
58 428.705334 250.547390 834 2648 2730
59 296.737689 270.334514 845 2658 2699
90
0 1
0 35
0 42
0 47
1 21
1 22
1 47
2 48
2 58
3 20
3 23
3 32
4 8
4 55
5 13
5 18
5 19
5 36
6 23
6 59
7 20
7 54
8 49
9 40
9 55
10 28
10 33
10 48
11 31
11 41
11 46
12 25
12 30
12 44
13 16
13 18
13 36
13 52
14 22
14 27
15 24
15 28
15 33
15 37
16 25
16 36
17 37
17 38
17 50
18 19
18 51
19 51
19 56
20 32
21 22
21 35
21 57
23 54
23 57
24 37
24 52
25 30
26 33
26 37
26 40
26 50
27 58
28 33
28 52
28 59
29 51
29 56
30 39
31 43
31 44
32 42
33 49
34 38
34 51
35 42
35 57
38 50
39 46
41 43
41 53
42 45
43 44
45 47
48 59
53 54
4 4 0.050000 0.050000 0.050000
semilla: 1227880904
