60
0 386.303166 97.316681 815 2707 2662
1 418.570685 417.501613 808 2591 2711
2 94.764079 199.883771 870 2827 2946
3 230.098646 267.935638 817 2775 2790
4 85.867299 171.698875 834 2829 2781
5 486.408182 62.313997 841 2765 2849
6 152.420806 236.487635 865 2802 3009
7 13.161422 204.023340 846 2797 2660
8 118.716376 266.126806 837 2682 2635
9 151.157752 8.345399 810 2667 2856
10 196.772356 152.989705 847 2739 2724
11 89.059651 325.549426 841 2855 2703
12 26.390797 50.125267 902 2926 2825
13 1.049328 136.057885 875 2900 2923
14 223.697665 186.659884 867 2720 2917
15 243.922697 108.761125 830 2609 2751
16 440.424965 222.394049 860 2740 2867
17 139.897987 265.472747 857 2707 2563
18 129.167405 416.576125 828 2619 2731
19 471.998544 379.523938 826 2700 2646
20 256.076589 379.237138 840 2715 2688
21 145.058586 499.656530 846 2739 2658
22 85.645817 449.238951 847 2691 2776
23 33.682542 102.490169 840 2669 2846
24 30.318808 68.210935 842 2698 2732
25 298.621773 436.145419 870 2878 2827
26 496.910754 79.048477 872 2638 2902
27 75.903628 212.268925 842 2739 2819
28 270.776017 432.509836 819 2631 2793
29 351.291030 148.343067 870 2743 2752
30 192.451941 39.779189 884 2878 2844
31 96.583467 278.338063 833 2807 2735
32 358.215619 29.905383 816 2716 2555
33 273.832065 295.511667 786 2823 2822
34 210.706433 343.021895 844 2823 2700
35 358.866366 467.021632 813 2761 2886
36 308.047893 360.932092 811 2699 2653
37 342.587727 371.924594 815 2832 2629
38 399.868638 92.194537 893 2845 2799
39 417.238660 30.160606 875 2842 2792
40 379.112424 242.503011 829 2678 2730
41 373.820510 301.318315 889 2853 2738
42 458.881166 415.757735 881 2885 2777
43 333.859589 178.110197 898 2985 2811
44 79.914902 129.764202 885 2745 2683
45 291.522694 121.913406 859 2741 2722
46 192.189708 132.421951 801 2701 2605
47 257.405325 211.296585 843 2829 2698
48 175.686010 254.770213 856 2777 2684
49 230.723744 273.971555 860 2768 2823
50 183.254294 454.926243 796 2501 2576
51 181.303985 176.068668 841 2873 2870
52 313.107052 390.223509 872 2846 2795
53 307.490466 492.259374 870 2856 2746
54 55.975549 281.055100 815 2718 2715
55 48.686385 272.079590 895 2879 2886
56 356.266482 270.770259 807 2568 2635
57 413.124433 382.352916 834 2682 2685
58 124.566131 82.961427 903 3003 2923
59 237.006935 375.563291 863 2898 2739
107
0 29
0 32
0 38
1 35
1 42
1 57
2 4
2 6
2 8
2 27
2 51
3 47
3 48
3 49
4 44
5 26
5 38
5 39
6 17
6 48
6 51
7 13
7 27
7 55
8 17
8 27
8 31
9 30
9 58
10 14
10 46
10 51
11 18
11 31
11 34
11 54
12 24
13 23
14 45
14 47
14 48
14 51
15 30
15 45
15 46
16 19
16 26
16 29
16 38
16 40
17 48
18 21
18 22
18 34
18 50
18 59
19 42
19 57
20 28
20 33
20 36
20 52
20 59
21 22
21 50
23 24
23 44
24 58
25 28
25 35
25 52
25 53
27 31
27 55
28 50
29 43
29 45
30 46
30 58
31 54
32 39
32 45
33 34
33 36
33 49
33 56
34 49
34 59
35 53
36 37
36 52
37 41
37 52
37 57
38 39
40 43
40 56
41 56
41 57
43 45
43 47
44 58
45 47
46 58
47 56
50 59
54 55
4 4 0.0010000 0.050000 0.050000
semilla: 1221226892
